Name,Associated Names,Ticker,Stock Table Name,Official Name,Sector,Exchange
,,DCO,,DUCOMMUN INC,Industrials,New York Stock Exchange Inc.
,,DUK,,DUKE ENERGY CORP,Utilities,New York Stock Exchange Inc.
,,DNB,,DUN BRADST HLDG INC,Industrials,New York Stock Exchange Inc.
,,DRRX,,DURECT CORP,Health Care,NASDAQ
,,BROS,,DUTCH BROS INC CLASS A,Consumer Discretionary,New York Stock Exchange Inc.
,,DXC,,DXC TECHNOLOGY,Information Technology,New York Stock Exchange Inc.
,,DXPE,,DXP ENTERPRISES INC,Industrials,NASDAQ
,,DYAI,,DYADIC INTERNATIONAL INC,Health Care,NASDAQ
,,DY,,DYCOM INDUSTRIES INC,Industrials,New York Stock Exchange Inc.
,,DT,,DYNATRACE INC,Information Technology,New York Stock Exchange Inc.
,,DVAX,,DYNAVAX TECHNOLOGIES CORP,Health Care,NASDAQ
,,DYN,,DYNE THERAPEUTICS INC,Health Care,NASDAQ
,,DX,,DYNEX CAPITAL REIT INC,Financials,New York Stock Exchange Inc.
,,DZSI,,DZS INC,Information Technology,NASDAQ
,,ETWO,,E2OPEN PARENT HOLDINGS INC CLASS A,Information Technology,New York Stock Exchange Inc.
,,EGBN,,EAGLE BANCORP INC,Financials,NASDAQ
,,EBMT,,EAGLE BANCORP MONTANA INC,Financials,NASDAQ
,,EGLE,,EAGLE BULK SHIPPING INC,Industrials,New York Stock Exchange Inc.
,,EXP,,EAGLE MATERIALS INC,Materials,New York Stock Exchange Inc.
,,EGRX,,EAGLE PHARMACEUTICALS INC,Health Care,NASDAQ
,,EAR,,EARGO INC,Health Care,NASDAQ
,,ESTE,,EARTHSTONE ENERGY INC CLASS A,Energy,New York Stock Exchange Inc.
,,EWBC,,EAST WEST BANCORP INC,Financials,NASDAQ
,,DEA,,EASTERLY GOVERNMENT PROPERTIES INC,Real Estate,New York Stock Exchange Inc.
,,EBC,,EASTERN BANKSHARES INC,Financials,NASDAQ
,,EGP,,EASTGROUP PROPERTIES REIT INC,Real Estate,New York Stock Exchange Inc.
,,EMN,,EASTMAN CHEMICAL,Materials,New York Stock Exchange Inc.
,,KODK,,EASTMAN KODAK,Information Technology,New York Stock Exchange Inc.
,,EAST,,EASTSIDE DISTILLING INC,Consumer Staples,NASDAQ
,,ETN,,EATON PLC,Industrials,New York Stock Exchange Inc.
,,EBAY,,EBAY INC,Consumer Discretionary,NASDAQ
,,EBIX,,EBIX INC,Information Technology,NASDAQ
,,SATS,,ECHOSTAR CORP CLASS A,Communication,NASDAQ
,,ECL,,ECOLAB INC,Materials,New York Stock Exchange Inc.
,,ECVT,,ECOVYST INC,Materials,New York Stock Exchange Inc.
,,EPC,,EDGEWELL PERSONAL CARE,Consumer Staples,New York Stock Exchange Inc.
,,EWTX,,EDGEWISE THERAPEUTICS INC,Health Care,NASDAQ
,,EGIO,,EDGIO INC,Information Technology,NASDAQ
,,EIX,,EDISON INTERNATIONAL,Utilities,New York Stock Exchange Inc.
,,EDIT,,EDITAS MEDICINE INC,Health Care,NASDAQ
,,EDUC,,EDUCATIONAL DEVELOPMENT CORP,Consumer Discretionary,NASDAQ
,,EW,,EDWARDS LIFESCIENCES CORP,Health Care,New York Stock Exchange Inc.
,,EGAN,,EGAIN CORP,Information Technology,NASDAQ
,,EHTH,,EHEALTH INC,Financials,NASDAQ
,,EIGR,,EIGER BIOPHARMACEUTICALS INC,Health Care,NASDAQ
,,OCTO,,EIGHTCO HOLDINGS INC,Materials,NASDAQ
,,EKSO,,EKSO BIONICS INC,Health Care,NASDAQ
,,ELAN,,ELANCO ANIMAL HEALTH INC,Health Care,New York Stock Exchange Inc.
,,ESTC,,ELASTIC NV,Information Technology,New York Stock Exchange Inc.
,,ECOR,,ELECTROCORE,Health Care,NASDAQ
,,ELMD,,ELECTROMED INC,Health Care,Nyse Mkt Llc
,,EA,,ELECTRONIC ARTS INC,Communication,NASDAQ
,,ELDN,,ELEDON PHARMACEUTICALS INC,Health Care,NASDAQ
,,ESI,,ELEMENT SOLUTIONS INC,Materials,New York Stock Exchange Inc.
,,ELV,,ELEVANCE HEALTH INC,Health Care,New York Stock Exchange Inc.
,,EFC,,ELLINGTON FINANCIAL INC,Financials,New York Stock Exchange Inc.
,,EARN,,ELLINGTON RESIDENTIAL MORTGAGE REI,Financials,New York Stock Exchange Inc.
,,ELME,,ELME,Real Estate,New York Stock Exchange Inc.
,,ELOX,,ELOXX PHARMACEUTICALS INC,Health Care,NASDAQ
,,EMAN,,EMAGIN CORP,Information Technology,Nyse Mkt Llc
,,EMBC,,EMBECTA CORP,Health Care,NASDAQ
,,EME,,EMCOR GROUP INC,Industrials,New York Stock Exchange Inc.
,,EMKR,,EMCORE CORP,Information Technology,NASDAQ
,,EBS,,EMERGENT BIOSOLUTIONS INC,Health Care,New York Stock Exchange Inc.
,,EMR,,EMERSON ELECTRIC,Industrials,New York Stock Exchange Inc.
,,MSN,,EMERSON RADIO CORP,Consumer Discretionary,Nyse Mkt Llc
,,ESRT,,EMPIRE STATE REALTY REIT INC TRUST,Real Estate,New York Stock Exchange Inc.
,,EIG,,EMPLOYERS HOLDINGS INC,Financials,New York Stock Exchange Inc.
,,ACT,,ENACT HOLDINGS INC,Financials,NASDAQ
,,ENTA,,ENANTA PHARMACEUTICALS INC,Health Care,NASDAQ
,,EHC,,ENCOMPASS HEALTH CORP,Health Care,New York Stock Exchange Inc.
,,ECPG,,ENCORE CAPITAL GROUP INC,Financials,NASDAQ
,,WIRE,,ENCORE WIRE CORP,Industrials,NASDAQ
,,EDR,,ENDEAVOR GROUP HOLDINGS INC CLASS,Communication,New York Stock Exchange Inc.
,,ENR,,ENERGIZER HOLDINGS INC,Consumer Staples,New York Stock Exchange Inc.
,,WATT,,ENERGOUS CORP,Industrials,NASDAQ
,,EFOI,,ENERGY FOCUS INC,Industrials,NASDAQ
,,ERII,,ENERGY RECOVERY INC,Industrials,NASDAQ
,,NRGV,,ENERGY VAULT HOLDINGS INC,Industrials,New York Stock Exchange Inc.
,,EPAC,,ENERPAC TOOL GROUP CORP CLASS A,Industrials,New York Stock Exchange Inc.
,,ENS,,ENERSYS,Industrials,New York Stock Exchange Inc.
,,ESMT,,ENGAGESMART INC,Information Technology,New York Stock Exchange Inc.
,,ENG,,ENGLOBAL CORP,Energy,NASDAQ
,,EHAB,,ENHABIT INC,Health Care,New York Stock Exchange Inc.
,,EBF,,ENNIS INC,Industrials,New York Stock Exchange Inc.
,,ENVA,,ENOVA INTERNATIONAL INC,Financials,New York Stock Exchange Inc.
,,ENOV,,ENOVIS CORP,Health Care,New York Stock Exchange Inc.
,,ENVX,,ENOVIX CORP,Industrials,NASDAQ
,,ENPH,,ENPHASE ENERGY INC,Information Technology,NASDAQ
,,NPO,,ENPRO INDUSTRIES INC,Industrials,New York Stock Exchange Inc.
,,ENSV,,ENSERVCO CORP,Energy,Nyse Mkt Llc
,,ENSG,,ENSIGN GROUP INC,Health Care,NASDAQ
,,ESGR,,ENSTAR GROUP LTD,Financials,NASDAQ
,,ENTG,,ENTEGRIS INC,Information Technology,NASDAQ
,,ETR,,ENTERGY CORP,Utilities,New York Stock Exchange Inc.
,,EFSC,,ENTERPRISE FINANCIAL SERVICES CORP,Financials,NASDAQ
,,TRDA,,ENTRADA THERAPEUTICS INC,Health Care,NASDAQ
,,EVC,,ENTRAVISION COMMUNICATIONS CORP CL,Communication,New York Stock Exchange Inc.
,,ENV,,ENVESTNET INC,Information Technology,New York Stock Exchange Inc.
,,NVST,,ENVISTA HOLDINGS CORP,Health Care,New York Stock Exchange Inc.
,,EVA,,ENVIVA INC,Energy,New York Stock Exchange Inc.
,,ENZ,,ENZO BIOCHEM INC,Health Care,New York Stock Exchange Inc.
,,EOG,,EOG RESOURCES INC,Energy,New York Stock Exchange Inc.
,,EOSE,,EOS ENERGY ENTERPRISES INC CLASS A,Industrials,NASDAQ
,,EPAM,,EPAM SYSTEMS INC,Information Technology,New York Stock Exchange Inc.
,,PLUS,,EPLUS,Information Technology,NASDAQ
,,EPR,,EPR PROPERTIES REIT,Real Estate,New York Stock Exchange Inc.
,,EQRX,,EQRX INC,Health Care,NASDAQ
,,EFX,,EQUIFAX INC,Industrials,New York Stock Exchange Inc.
,,EQ,,EQUILLIUM INC,Health Care,NASDAQ
,,EQIX,,EQUINIX REIT INC,Real Estate,NASDAQ
,,EQH,,EQUITABLE HOLDINGS INC,Financials,New York Stock Exchange Inc.
,,ETRN,,EQUITRANS MIDSTREAM CORP,Energy,New York Stock Exchange Inc.
,,EQBK,,EQUITY BANCSHARES INC CLASS A,Financials,NASDAQ
,,EQC,,EQUITY COMMONWEALTH REIT,Real Estate,New York Stock Exchange Inc.
,,ELS,,EQUITY LIFESTYLE PROPERTIES REIT I,Real Estate,New York Stock Exchange Inc.
,,EQR,,EQUITY RESIDENTIAL REIT,Real Estate,New York Stock Exchange Inc.
,,ERAS,,ERASCA INC,Health Care,NASDAQ
,,ERIE,,ERIE INDEMNITY CLASS A,Financials,NASDAQ
,,ESAB,,ESAB CORP,Industrials,New York Stock Exchange Inc.
,,ESE,,ESCO TECHNOLOGIES INC,Industrials,New York Stock Exchange Inc.
,,ESPR,,ESPERION THERAPEUTICS INC,Health Care,NASDAQ
,,ESP,,ESPEY MANUFACTURING AND ELECTRONIC,Industrials,Nyse Mkt Llc
,,ESQ,,ESQUIRE FINANCIAL HOLDINGS INC,Financials,NASDAQ
,,ESNT,,ESSENT GROUP LTD,Financials,New York Stock Exchange Inc.
,,EPRT,,ESSENTIAL PROPERTIES REALTY TRUST,Real Estate,New York Stock Exchange Inc.
,,WTRG,,ESSENTIAL UTILITIES INC,Utilities,New York Stock Exchange Inc.
,,ESS,,ESSEX PROPERTY TRUST REIT INC,Real Estate,New York Stock Exchange Inc.
,,ERNA,,ETERNA THERAPEUTICS INC,Health Care,NASDAQ
,,ETD,,ETHAN ALLEN INTERIORS INC,Consumer Discretionary,New York Stock Exchange Inc.
,,ETON,,ETON PHARMACEUTCIALS INC,Health Care,NASDAQ
,,ETSY,,ETSY INC,Consumer Discretionary,NASDAQ
,,EEFT,,EURONET WORLDWIDE INC,Financials,NASDAQ
,,EWCZ,,EUROPEAN WAX CENTER INC CLASS A,Consumer Discretionary,NASDAQ
,,EVBN,,EVANS BANCORP INC,Financials,Nyse Mkt Llc
,,EB,,EVENTBRITE CLASS A INC,Communication,New York Stock Exchange Inc.
,,EVBG,,EVERBRIDGE INC,Information Technology,NASDAQ
,,EVR,,EVERCORE INC CLASS A,Financials,New York Stock Exchange Inc.
,,RE,,EVEREST RE GROUP LTD,Financials,New York Stock Exchange Inc.
,,EVRG,,EVERGY INC,Utilities,NASDAQ
,,EVRI,,EVERI HOLDINGS INC,Consumer Discretionary,New York Stock Exchange Inc.
,,EVER,,EVERQUOTE INC CLASS A,Communication,NASDAQ
,,ES,,EVERSOURCE ENERGY,Utilities,New York Stock Exchange Inc.
,,EVTC,,EVERTEC INC,Financials,New York Stock Exchange Inc.
,,EVGO,,EVGO INC CLASS A,Consumer Discretionary,NASDAQ
,,EVOK,,EVOKE PHARMA INC,Health Care,NASDAQ
,,EVH,,EVOLENT HEALTH INC CLASS A,Health Care,New York Stock Exchange Inc.
,,EOLS,,EVOLUS INC,Health Care,NASDAQ
,,EPM,,EVOLUTION PETROLEUM CORP,Energy,Nyse Mkt Llc
,,AQUA,,EVOQUA WATER TECHNOLOGIES CORP,Industrials,New York Stock Exchange Inc.
,,SSP,,EW SCRIPPS CLASS A,Communication,NASDAQ
,,EXAS,,EXACT SCIENCES CORP,Health Care,NASDAQ
,,XGN,,EXAGEN INC,Health Care,NASDAQ
,,EE,,EXCELERATE ENERGY INC CLASS A,Energy,New York Stock Exchange Inc.
,,XELA,,EXELA TECHNOLOGIES INC,Industrials,NASDAQ
,,EXEL,,EXELIXIS INC,Health Care,NASDAQ
,,EXC,,EXELON CORP,Utilities,NASDAQ
,,XCUR,,EXICURE INC,Health Care,NASDAQ
,,EXLS,,EXLSERVICE HOLDINGS INC,Industrials,NASDAQ
,,EXPI,,EXP WORLD HOLDINGS INC,Real Estate,NASDAQ
,,EXPD,,EXPEDITORS INTERNATIONAL OF WASHIN,Industrials,NASDAQ
,,EXFY,,EXPENSIFY INC CLASS A,Information Technology,NASDAQ
,,EXPO,,EXPONENT INC,Industrials,NASDAQ
,,XPRO,,EXPRO GROUP HOLDINGS NV,Energy,New York Stock Exchange Inc.
,,EXR,,EXTRA SPACE STORAGE REIT INC,Real Estate,New York Stock Exchange Inc.
,,EXTR,,EXTREME NETWORKS INC,Information Technology,NASDAQ
,,EYEN,,EYENOVIA INC,Health Care,NASDAQ
,,EYPT,,EYEPOINT PHARMACEUTICALS INC,Health Care,NASDAQ
,,EZPW,,EZCORP NON VOTING INC CLASS A,Financials,NASDAQ
,,FG,,F&G ANNUITIES AND LIFE INC,Financials,New York Stock Exchange Inc.
,,FFIV,,F5 INC,Information Technology,NASDAQ
,,FN,,FABRINET,Information Technology,New York Stock Exchange Inc.
,,FDS,,FACTSET RESEARCH SYSTEMS INC,Financials,New York Stock Exchange Inc.
,,FICO,,FAIR ISAAC CORP,Information Technology,New York Stock Exchange Inc.
,,FFIE,,FARADAY FUTURE INTELLIGENT ELECTRI,Consumer Discretionary,NASDAQ
,,FARM,,FARMER BROTHERS,Consumer Staples,NASDAQ
,,FMAO,,FARMERS AND MERCHANTS BANCORP INC,Financials,NASDAQ
,,FMNB,,FARMERS NATIONAL BANC CORP,Financials,NASDAQ
,,FPI,,FARMLAND PARTNERS INC,Real Estate,New York Stock Exchange Inc.
,,FARO,,FARO TECHNOLOGIES INC,Information Technology,NASDAQ
,,FAST,,FASTENAL,Industrials,NASDAQ
,,FSLY,,FASTLY INC CLASS A,Information Technology,New York Stock Exchange Inc.
,,FATE,,FATE THERAPEUTICS INC,Health Care,NASDAQ
,,FBK,,FB FINANCIAL CORP,Financials,New York Stock Exchange Inc.
,,AGM,,FEDERAL AGRICULTURAL MORTGAGE NON,Financials,New York Stock Exchange Inc.
,,FRT,,FEDERAL REALTY INVESTMENT TRUST RE,Real Estate,New York Stock Exchange Inc.
,,FSS,,FEDERAL SIGNAL CORP,Industrials,New York Stock Exchange Inc.
,,FHI,,FEDERATED HERMES INC CLASS B,Financials,New York Stock Exchange Inc.
,,FDX,,FEDEX CORP,Industrials,New York Stock Exchange Inc.
,,FERG,,FERGUSON PLC,Industrials,New York Stock Exchange Inc.
,,FGF,,FG FINANCIAL GROUP INC,Financials,NASDAQ
,,FGEN,,FIBROGEN INC,Health Care,NASDAQ
,,FDBC,,FIDELITY D AND D BANCORP INC,Financials,NASDAQ
,,FNF,,FIDELITY NATIONAL FINANCIAL INC,Financials,New York Stock Exchange Inc.
,,FIS,,FIDELITY NATIONAL INFORMATION SERV,Financials,New York Stock Exchange Inc.
,,FRGI,,FIESTA RESTAURANT GROUP INC,Consumer Discretionary,NASDAQ
,,FIGS,,FIGS INC CLASS A,Health Care,New York Stock Exchange Inc.
,,FISI,,FINANCIAL INSTITUTIONS INC,Financials,NASDAQ
,,FA,,FIRST ADVANTAGE CORP,Industrials,NASDAQ
,,FAF,,FIRST AMERICAN FINANCIAL CORP,Financials,New York Stock Exchange Inc.
,,FBNC,,FIRST BANCORP,Financials,NASDAQ
,,FBP,,FIRST BANCORP,Financials,New York Stock Exchange Inc.
,,FBMS,,FIRST BANCSHARES INC,Financials,NASDAQ
,,BUSE,,FIRST BUSEY CORP,Financials,NASDAQ
,,FBIZ,,FIRST BUSINESS FINANCIAL SERVICES,Financials,NASDAQ
,,FCAP,,FIRST CAPITAL INC,Financials,NASDAQ
,,FCF,,FIRST COMMONWEALTH FINANCIAL CORP,Financials,New York Stock Exchange Inc.
,,FCBC,,FIRST COMMUNITY BANKSHARES INC,Financials,NASDAQ
,,FFBC,,FIRST FINANCIAL BANCORP,Financials,NASDAQ
,,FFIN,,FIRST FINANCIAL BANKSHARES INC,Financials,NASDAQ
,,THFF,,FIRST FINANCIAL CORPORATION INDIAN,Financials,NASDAQ
,,FFWM,,FIRST FOUNDATION INC,Financials,NASDAQ
,,FHB,,FIRST HAWAIIAN INC,Financials,NASDAQ
,,FR,,FIRST INDUSTRIAL REALTY TRUST INC,Real Estate,New York Stock Exchange Inc.
,,INBK,,FIRST INTERNET BANCORP,Financials,NASDAQ
,,FIBK,,FIRST INTERSTATE BANCSYSTEM INC CL,Financials,NASDAQ
,,FRME,,FIRST MERCHANTS CORP,Financials,NASDAQ
,,FMBH,,FIRST MID BANCSHARES INC,Financials,NASDAQ
,,FXNC,,FIRST NATIONAL CORP,Financials,NASDAQ
,,FLIC,,FIRST OF LONG ISLAND CORP,Financials,NASDAQ
,,FSFG,,FIRST SAVINGS FINANCIAL GROUP INC,Financials,NASDAQ
,,FSEA,,FIRST SEACOAST BANCORP INC,Financials,NASDAQ
,,FSLR,,FIRST SOLAR INC,Information Technology,NASDAQ
,,FUSB,,FIRST US BANCSHARES INC,Financials,NASDAQ
,,FWBI,,FIRST WAVE BIOPHARMA INC,Health Care,NASDAQ
,,MYFW,,FIRST WESTERN FINANCIAL INC,Financials,NASDAQ
,,FCFS,,FIRSTCASH HOLDINGS INC,Financials,NASDAQ
,,FE,,FIRSTENERGY CORP,Utilities,New York Stock Exchange Inc.
,,FISV,,FISERV INC,Financials,NASDAQ
,,FIVE,,FIVE BELOW INC,Consumer Discretionary,NASDAQ
,,FIVN,,FIVE9 INC,Information Technology,NASDAQ
,,BDL,,FLANIGANS ENTERPRISES INC,Consumer Discretionary,Nyse Mkt Llc
,,FLT,,FLEETCOR TECHNOLOGIES INC,Financials,New York Stock Exchange Inc.
,,FPAY,,FLEXSHOPPER INC,Financials,NASDAQ
,,FLXS,,FLEXSTEEL INDUSTRIES INC,Consumer Discretionary,NASDAQ
,,FND,,FLOOR DECOR HOLDINGS INC CLASS A,Consumer Discretionary,New York Stock Exchange Inc.
,,FTK,,FLOTEK INDUSTRIES INC,Materials,New York Stock Exchange Inc.
,,FLO,,FLOWERS FOODS INC,Consumer Staples,New York Stock Exchange Inc.
,,FLS,,FLOWSERVE CORP,Industrials,New York Stock Exchange Inc.
,,FLNC,,FLUENCE ENERGY INC CLASS A,Industrials,NASDAQ
,,FLR,,FLUOR CORP,Industrials,New York Stock Exchange Inc.
,,FFIC,,FLUSHING FINANCIAL CORP,Financials,NASDAQ
,,FLYW,,FLYWIRE CORP,Financials,NASDAQ
,,FMC,,FMC CORP,Materials,New York Stock Exchange Inc.
,,FNB,,FNB CORP,Financials,New York Stock Exchange Inc.
,,FOCS,,FOCUS FINANCIAL PARTNERS INC CLASS,Financials,NASDAQ
,,FL,,FOOT LOCKER INC,Consumer Discretionary,New York Stock Exchange Inc.
,,FOR,,FORESTAR GROUP INC,Real Estate,New York Stock Exchange Inc.
,,FRGE,,FORGE GLOBAL HOLDINGS INC,Financials,New York Stock Exchange Inc.
,,FORG,,FORGEROCK INC CLASS A,Information Technology,New York Stock Exchange Inc.
,,FORM,,FORMFACTOR INC,Information Technology,NASDAQ
,,FORR,,FORRESTER RESEARCH INC,Industrials,NASDAQ
,,FBRX,,FORTE BIOSCIENCES INC,Health Care,NASDAQ
,,FTNT,,FORTINET INC,Information Technology,NASDAQ
,,FTV,,FORTIVE CORP,Industrials,New York Stock Exchange Inc.
,,FBIO,,FORTRESS BIOTECH INC,Health Care,NASDAQ
,,FBIN,,FORTUNE BRANDS INNOVATIONS INC,Industrials,New York Stock Exchange Inc.
,,FWRD,,FORWARD AIR CORP,Industrials,NASDAQ
,,FCPT,,FOUR CORNERS PROPERTY INC TRUST,Real Estate,New York Stock Exchange Inc.
,,FOXF,,FOX FACTORY HOLDING CORP,Consumer Discretionary,NASDAQ
,,FRG,,FRANCHISE GROUP INC,Consumer Discretionary,NASDAQ
,,FBRT,,FRANKLIN BSP REALTY TRUST INC,Financials,New York Stock Exchange Inc.
,,FC,,FRANKLIN COVEY,Industrials,New York Stock Exchange Inc.
,,FELE,,FRANKLIN ELECTRIC INC,Industrials,NASDAQ
,,FRAF,,FRANKLIN FINANCIAL SERVICES CORP,Financials,NASDAQ
,,FCX,,FREEPORT MCMORAN INC,Materials,New York Stock Exchange Inc.
,,RAIL,,FREIGHTCAR AMERICA INC,Industrials,NASDAQ
,,FEIM,,FREQUENCY ELECTRONICS INC,Information Technology,NASDAQ
,,FREQ,,FREQUENCY THERAPEUTICS INC,Health Care,NASDAQ
,,FDP,,FRESH DEL MONTE PRODUCE INC,Consumer Staples,New York Stock Exchange Inc.
,,TFM,,FRESH MARKET ESCROW,Consumer Staples,NASDAQ
,,FRTX,,FRESH TRACKS THERAPEUTICS INC,Health Care,NASDAQ
,,FRSH,,FRESHWORKS INC CLASS A,Information Technology,NASDAQ
,,FTDR,,FRONTDOOR INC,Consumer Discretionary,NASDAQ
,,FYBR,,FRONTIER COMMUNICATIONS PARENT INC,Communication,NASDAQ
,,ULCC,,FRONTIER GROUP HOLDINGS INC,Industrials,NASDAQ
,,FRPH,,FRP HOLDINGS INC,Real Estate,NASDAQ
,,FTAI,,FTAI AVIATION LTD,Industrials,NASDAQ
,,FIPWV,,FTAI INFRASTRUCTURE,Industrials,NASDAQ
,,FCN,,FTI CONSULTING INC,Industrials,New York Stock Exchange Inc.
,,FUBO,,FUBOTV INC,Communication,New York Stock Exchange Inc.
,,FTEK,,FUEL TECH INC,Industrials,NASDAQ
,,FCEL,,FUELCELL ENERGY INC,Industrials,NASDAQ
,,FULC,,FULCRUM THERAPEUTICS INC,Health Care,NASDAQ
,,FLGT,,FULGENT GENETICS INC,Health Care,NASDAQ
,,FLL,,FULL HOUSE RESORTS INC,Consumer Discretionary,NASDAQ
,,FULT,,FULTON FINANCIAL CORP,Financials,NASDAQ
,,FNKO,,FUNKO INC CLASS A,Consumer Discretionary,NASDAQ
,,GIII,,G III APPAREL GROUP LTD,Consumer Discretionary,NASDAQ
,,GTHX,,G1 THERAPEUTICS INC,Health Care,NASDAQ
,,GAIA,,GAIA INC CLASS A,Communication,NASDAQ
,,GALT,,GALECTIN THERAPEUTICS INC,Health Care,NASDAQ
,,GRTX,,GALERA THERAPEUTICS INC,Health Care,NASDAQ
,,GME,,GAMESTOP CORP CLASS A,Consumer Discretionary,New York Stock Exchange Inc.
,,GLPI,,GAMING AND LEISURE PROPERTIES REIT,Real Estate,NASDAQ
,,GAN,,GAN LTD,Consumer Discretionary,NASDAQ
,,GCI,,GANNETT CO INC,Communication,New York Stock Exchange Inc.
,,GRMN,,GARMIN LTD,Consumer Discretionary,New York Stock Exchange Inc.
,,GTX,,GARRETT MOTION INC,Consumer Discretionary,NASDAQ
,,IT,,GARTNER INC,Information Technology,New York Stock Exchange Inc.
,,GTES,,GATES INDUSTRIAL PLC,Industrials,New York Stock Exchange Inc.
,,GATO,,GATOS SILVER INC,Materials,New York Stock Exchange Inc.
,,GATX,,GATX CORP,Industrials,New York Stock Exchange Inc.
,,GCMG,,GCM GROSVENOR INC CLASS A,Financials,NASDAQ
,,GEHC,,GE HEALTHCARE TECHNOLOGIES,Health Care,NASDAQ
,,JOB,,GEE GROUP INC,Industrials,Nyse Mkt Llc
,,GEN,,GEN DIGITAL INC,Information Technology,NASDAQ
,,GNSS,,GENASYS INC,Information Technology,NASDAQ
,,GNK,,GENCO SHIPPING AND TRADING LTD,Industrials,New York Stock Exchange Inc.
,,WGS,,GENEDX HOLDINGS CORP CLASS A,Health Care,NASDAQ
,,GNRC,,GENERAC HOLDINGS INC,Industrials,New York Stock Exchange Inc.
,,GD,,GENERAL DYNAMICS CORP,Industrials,New York Stock Exchange Inc.
,,GE,,GENERAL ELECTRIC,Industrials,New York Stock Exchange Inc.
,,GIS,,GENERAL MILLS INC,Consumer Staples,New York Stock Exchange Inc.
,,GBIO,,GENERATION BIO,Health Care,NASDAQ
,,GCO,,GENESCO INC,Consumer Discretionary,New York Stock Exchange Inc.
,,GNE,,GENIE ENERGY LTD CLASS B,Utilities,New York Stock Exchange Inc.
,,GNUS,,GENIUS BRANDS INTERNATIONAL INC,Communication,NASDAQ
,,G,,GENPACT LTD,Industrials,New York Stock Exchange Inc.
,,GNTX,,GENTEX CORP,Consumer Discretionary,NASDAQ
,,THRM,,GENTHERM INC,Consumer Discretionary,NASDAQ
,,GPC,,GENUINE PARTS,Consumer Discretionary,New York Stock Exchange Inc.
,,GNW,,GENWORTH FINANCIAL A INC,Financials,New York Stock Exchange Inc.
,,GEO,,GEO GROUP REIT INC,Industrials,New York Stock Exchange Inc.
,,GEOS,,GEOSPACE TECHNOLOGIES CORP,Energy,NASDAQ
,,GABC,,GERMAN AMERICAN BANCORP INC,Financials,NASDAQ
,,GERN,,GERON CORP,Health Care,NASDAQ
,,GTY,,GETTY REALTY REIT CORP,Real Estate,New York Stock Exchange Inc.
,,GEVO,,GEVO INC,Energy,NASDAQ
,,ROCK,,GIBRALTAR INDUSTRIES INC,Industrials,NASDAQ
,,GILD,,GILEAD SCIENCES INC,Health Care,NASDAQ
,,DNA,,GINKGO BIOWORKS HOLDINGS INC CLASS,Materials,New York Stock Exchange Inc.
,,GTLB,,GITLAB INC CLASS A,Information Technology,NASDAQ
,,GBCI,,GLACIER BANCORP INC,Financials,New York Stock Exchange Inc.
,,GOOD,,GLADSTONE COMMERCIAL REIT CORP,Real Estate,NASDAQ
,,LAND,,GLADSTONE LAND REIT CORP,Real Estate,NASDAQ
,,GKOS,,GLAUKOS CORP,Health Care,New York Stock Exchange Inc.
,,GLBZ,,GLEN BURIE BANCORP,Financials,NASDAQ
,,GIC,,GLOBAL INDUSTRIAL,Industrials,New York Stock Exchange Inc.
,,GMRE,,GLOBAL MEDICAL REIT INC,Real Estate,New York Stock Exchange Inc.
,,GNL,,GLOBAL NET LEASE INC,Real Estate,New York Stock Exchange Inc.
,,GPN,,GLOBAL PAYMENTS INC,Financials,New York Stock Exchange Inc.
,,GSAT,,GLOBALSTAR VOTING INC,Communication,Nyse Mkt Llc
,,GL,,GLOBE LIFE INC,Financials,New York Stock Exchange Inc.
,,GMED,,GLOBUS MEDICAL INC CLASS A,Health Care,New York Stock Exchange Inc.
,,GLYC,,GLYCOMIMETICS INC,Health Care,NASDAQ
,,GMS,,GMS INC,Industrials,New York Stock Exchange Inc.
,,GDDY,,GODADDY INC CLASS A,Information Technology,New York Stock Exchange Inc.
,,GOGO,,GOGO INC,Communication,NASDAQ
,,GOCO,,GOHEALTH INC CLASS A,Financials,NASDAQ
,,GORO,,GOLD RESOURCE CORP,Materials,Nyse Mkt Llc
,,GDEN,,GOLDEN ENTERTAINMENT INC,Consumer Discretionary,NASDAQ
,,AUMN,,GOLDEN MINERALS,Materials,Nyse Mkt Llc
,,GDRX,,GOODRX HOLDINGS INC CLASS A,Health Care,NASDAQ
,,GSHD,,GOOSEHEAD INSURANCE INC CLASS A,Financials,NASDAQ
,,GPRO,,GOPRO INC CLASS A,Consumer Discretionary,NASDAQ
,,GRC,,GORMAN-RUPP,Industrials,New York Stock Exchange Inc.
,,GOSS,,GOSSAMER BIO INC,Health Care,NASDAQ
,,GGG,,GRACO INC,Industrials,New York Stock Exchange Inc.
,,EAF,,GRAFTECH INTERNATIONAL LTD,Industrials,New York Stock Exchange Inc.
,,GHM,,GRAHAM CORP,Industrials,New York Stock Exchange Inc.
,,GHC,,GRAHAM HOLDINGS COMPANY CLASS B,Consumer Discretionary,New York Stock Exchange Inc.
,,LOPE,,GRAND CANYON EDUCATION INC,Consumer Discretionary,NASDAQ
,,GVA,,GRANITE CONSTRUCTION INC,Industrials,New York Stock Exchange Inc.
,,GPMT,,GRANITE POINT MORTGAGE TRUST INC,Financials,New York Stock Exchange Inc.
,,GPK,,GRAPHIC PACKAGING HOLDING,Materials,New York Stock Exchange Inc.
